"","FamilyName","GivenName","HonorificPrefix","Age","PasClass_CrewDep","Ticket_Full_No","Fare__Old_Pounds","Fare__Old_Shillings","Fare__Old_Pennies","Fare_in_GBP","PortEmba","Job","Passenger_link","Pict_link","Pict_alt","Boat_Body","Passenger_status","FullName","Website_AgeNo"
"101","WATT","Robertha Josephine ","Miss","12","2nd Class Passenger","33595",15,15,NA,15.75,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/bertha-watt.html",NA,NA,"9","Survivor","WATT, Miss Robertha Josephine 
",12
"102","ABBOTT","Eugene Joseph","Mr","13","3rd Class Passenger","CA2673",20,5,NA,20.25,"Southampton","Scholar","https://www.encyclopedia-titanica.org/titanic-victim/eugene-joseph-abbott.html",NA,NA,NA,"Victim","ABBOTT, Mr Eugene Joseph
",13
"103","ASPLUND","Johan Charles","Mr","13","3rd Class Passenger","350054",7,15,NA,7.75,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/johan-charles-asplund.html",NA,NA,"13","Victim","ASPLUND, Mr Johan Charles
",13
"104","ASPLUND","Filip Oscar","Master","13","3rd Class Passenger","347077",31,7,NA,31.35,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/filip-oscar-asplund.html",NA,NA,NA,"Victim","ASPLUND, Master Filip Oscar
",13
"105","CARTER","Lucile Polk","Miss","13","1st Class Passenger","113760",120,NA,NA,120,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/lucile-polk-carter.html","https://www.encyclopedia-titanica.org/files/1/lucile-polk-carter.jpg","L. Carter","4","Victim","CARTER, Miss Lucile Polk
",13
"106","GOODWIN","William Frederick","Master","13","3rd Class Passenger","2144",46,18,NA,46.9,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/william-frederick-goodwin.html","https://www.encyclopedia-titanica.org/images/goodwin_wf.jpg","W. Goodwin",NA,"Victim","GOODWIN, Master William Frederick
",13
"107","MELLINGER","Violet Madeline","Miss","13","2nd Class Passenger","250644",19,10,NA,19.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/madeleine-violet-mellinger.html",NA,NA,"14","Victim","MELLINGER, Miss Violet Madeline
",13
"108","NOEL","William Henry Middleton","Master","13","1st Class PassengerCross Channel Passenger","48",3,NA,NA,3,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-biography/noel.html",NA,NA,NA,"Victim","NOEL, Master William Henry Middleton
",13
"109","RYERSON","John Borie","Master","13","1st Class Passenger","17608",262,7,NA,262.35,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/john-borie-ryerson.html","https://www.encyclopedia-titanica.org/files/146979/thumbnails/jack_ryerson_nara_1924_146979_5791.jpg","J. Ryerson","4","Victim","RYERSON, Master John Borie
",13
"110","FORD","William Neal Thomas","Mr","14","3rd Class Passenger","6608",34,7,NA,34.35,"Southampton","Messenger","https://www.encyclopedia-titanica.org/titanic-victim/neal-thomas-ford.html",NA,NA,NA,"Victim","FORD, Mr William Neal Thomas
",14
"111","GOODWIN","Charles Edward","Mr","14","3rd Class Passenger","2144",46,18,NA,46.9,"Southampton","Scholar","https://www.encyclopedia-titanica.org/titanic-victim/charles-edward-goodwin.html","https://www.encyclopedia-titanica.org/images/goodwin_ce.jpg","C. Goodwin",NA,"Victim","GOODWIN, Mr Charles Edward
",14
"112","NiQuLA YaRID","Jamilah","Miss","14","3rd Class Passenger","2651",11,4,NA,11.2,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/jamila-amelia-garrett-nicola-yarred.html",NA,NA,"C","Victim","NiQuLA YaRID, Miss Jamilah
",14
"113","SAGE","Dorothy Florence","Miss","14","3rd Class Passenger","2343",69,11,NA,69.55,"Southampton","Scholar","https://www.encyclopedia-titanica.org/titanic-victim/dorothy-dolly-florence-sage.html",NA,NA,NA,"Victim","SAGE, Miss Dorothy Florence
",14
"114","SVENSSON","Johan Cervin","Mr","14","3rd Class Passenger","7538",9,4,NA,9.2,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/johan-cervin-svensson.html",NA,NA,"13","Victim","SVENSSON, Mr Johan Cervin
",14
"115","SWEET","George Frederick","Mr","14","2nd Class Passenger","220845",65,NA,NA,65,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/george-frederick-sweet.html","https://www.encyclopedia-titanica.org/images/georgie_thm.jpg","G. Sweet",NA,"Victim","SWEET, Mr George Frederick
",14
"116","VESTRöM","Hulda Amanda Adolfina","Miss","14","3rd Class Passenger","350406",7,17,NA,7.85,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/hulda-amanda-adolfina-vestrom.html",NA,NA,NA,"Victim","VESTRöM, Miss Hulda Amanda Adolfina
",14
"117","AYYuB-DaHIR","Bannurah","Miss","15","3rd Class Passenger","2687",7,4,NA,7.2,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/banoura-ayoub-daher.html","https://www.encyclopedia-titanica.org/images/ayoub_b_thm.jpg","B. Ayyub-Dahir","C","Survivor","AYYuB-DaHIR, Miss Bannurah
",15
"118","BROWN","Edith Eileen","Miss","15","2nd Class Passenger","29750",39,NA,NA,39,"Southampton","Scholar","https://www.encyclopedia-titanica.org/titanic-survivor/edith-haisman.html",NA,NA,"14","Survivor","BROWN, Miss Edith Eileen
",15
"119","ELIAS","Joseph jr.","Mr","15","3rd Class Passenger","2690",7,4,NA,7.2,"Cherbourg","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/joseph-elias.html",NA,NA,NA,"Survivor","ELIAS, Mr Joseph jr.
",15
"120","HOPKINS","Frederick William","Mr","15","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Plate Steward","https://www.encyclopedia-titanica.org/titanic-victim/f-hopkins.html",NA,NA,NA,"Survivor","HOPKINS, Mr Frederick William
",15
"121","NAJiB QIYaMAH","Adal","Miss","15","3rd Class Passenger","2667",7,4,NA,7.2,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/adele-jane-najib-kiamie.html",NA,NA,"C","Survivor","NAJiB QIYaMAH, Miss Adal
",15
"122","PANULA","Jaako Arnold","Master","15","3rd Class Passenger","3101295",39,13,NA,39.65,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/jaako-arnold-panula.html",NA,NA,NA,"Survivor","PANULA, Master Jaako Arnold
",15
"123","VANDERPLANCKE","Leo Edmondus","Mr","15","3rd Class Passenger","345763",18,NA,NA,18,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/leo-edmondus-vanderplancke.html",NA,NA,NA,"Survivor","VANDERPLANCKE, Mr Leo Edmondus
",15
"124","WATSON","William Albert","Mr","15","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Bell Boy","https://www.encyclopedia-titanica.org/titanic-victim/w-watson-2.html",NA,NA,NA,"Survivor","WATSON, Mr William Albert
",15
"125","YAZBAK","Silanah Iskandar Nasif Abi Daghir","Mrs","15","3rd Class Passenger","2659",14,9,NA,14.45,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/selini-celiney-yazbeck.html","https://www.encyclopedia-titanica.org/files/1/selini-yasbeck-thm.jpg","S. Yazbak",NA,"Survivor","YAZBAK, Mrs Silanah Iskandar Nasif Abi Daghir
",15
"126","ABBOTT","Rossmore Edward","Mr","16","3rd Class Passenger","CA2673",20,5,NA,20.25,"Southampton","Jeweller","https://www.encyclopedia-titanica.org/titanic-victim/rossmore-edward-abbott.html","https://www.encyclopedia-titanica.org/images/rossmore_abbott_thm.jpg","R. Abbott","[190]","Victim","ABBOTT, Mr Rossmore Edward
",16
"127","ABELSETH","Karen Marie","Miss","16","3rd Class Passenger","348125",7,13,NA,7.65,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/karen-marie-abelseth.html",NA,NA,"16","Victim","ABELSETH, Miss Karen Marie
",16
"128","ANDERSSON","Erna Alexandra","Miss","16","3rd Class Passenger","3101281",7,18,NA,7.9,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/erna-andersson.html",NA,NA,"D","Victim","ANDERSSON, Miss Erna Alexandra
",16
"129","BARRATT","Arthur","Mr","16","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Bell Boy","https://www.encyclopedia-titanica.org/titanic-victim/arthur-barratt.html","https://www.encyclopedia-titanica.org/files/1/arthur-barratt-thm.jpg","A. Barratt",NA,"Victim","BARRATT, Mr Arthur
",16
"130","CORR","Ellen","Miss","16","3rd Class Passenger","367231",7,15,NA,7.75,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/helen-corr.html",NA,NA,"16","Victim","CORR, Miss Ellen
",16
"131","CRIBB","Laura Mae","Miss","16","3rd Class Passenger","371362",16,2,NA,16.1,"Southampton","Shop Assistant","https://www.encyclopedia-titanica.org/titanic-survivor/laura-mae-cribb.html","https://www.encyclopedia-titanica.org/files/1/laura-cribb.jpg","L. Cribb","12","Victim","CRIBB, Miss Laura Mae
",16
"132","CROVELLA","Paolo Luigi","Sig.","16","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Waiter","https://www.encyclopedia-titanica.org/titanic-victim/luigi-louis-crovella.html","https://www.encyclopedia-titanica.org/files/1/luigi-crovella-thm.jpg","P. Crovella",NA,"Victim","CROVELLA, Sig. Paolo Luigi
",16
"133","DE PELSMAEKER","Alfons","Mr","16","3rd Class Passenger","345778",9,10,NA,9.5,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/alfons-de-pelsmaeker.html",NA,NA,NA,"Victim","DE PELSMAEKER, Mr Alfons
",16
"134","EKLUND","Hans Linus","Mr","16","3rd Class Passenger","347074",7,15,NA,7.75,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/hans-linus-eklund.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/hans_linus_eklund_1_10000.jpg","H. Eklund",NA,"Victim","EKLUND, Mr Hans Linus
",16
"135","GOODWIN","Lillian Augusta","Miss","16","3rd Class Passenger","2144",46,18,NA,46.9,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/lillian-amy-goodwin.html","https://www.encyclopedia-titanica.org/images/goodwin_la.jpg","L. Goodwin",NA,"Victim","GOODWIN, Miss Lillian Augusta
",16
"136","HEIKKINEN","Laina Maria","Miss","16","3rd Class Passenger","3101282",7,18,NA,7.9,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/laina-heikkinen.html",NA,NA,NA,"Victim","HEIKKINEN, Miss Laina Maria
",16
"137","JABBUR (ZABOUR)","Hileni","Miss","16","3rd Class Passenger","2665",14,9,NA,14.45,"Cherbourg","Housekeeper","https://www.encyclopedia-titanica.org/titanic-victim/hileni-jabbur-zabour.html",NA,NA,"[328]","Victim","JABBUR (ZABOUR), Miss Hileni
",16
"138","LINES","Mary Conover","Miss","16","1st Class Passenger","17592",39,8,NA,39.4,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-conover-lines.html","https://www.encyclopedia-titanica.org/files/146979/thumbnails/photograph_of_titanic_survivor_mary_lines_146979_18158.jpg","M. Lines","9","Victim","LINES, Miss Mary Conover
",16
"139","MADILL","Georgette Alexandra","Miss","16","1st Class Passenger","24160",211,6,NA,211.3,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/georgette-madill.html","https://www.encyclopedia-titanica.org/files/146979/thumbnails/georgette_madill_nara_1917_146979_5769.jpg","G. Madill","2","Victim","MADILL, Miss Georgette Alexandra
",16
"140","O'LEARY","Hanora ","Miss","16","3rd Class Passenger","330919",7,16,NA,7.8,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/hanora-nora-oleary.html",NA,NA,"13","Victim","O'LEARY, Miss Hanora 
",16
"141","OSéN","Olaf Elon","Mr","16","3rd Class Passenger","7534",9,4,NA,9.2,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/olaf-elon-osen.html",NA,NA,NA,"Victim","OSéN, Mr Olaf Elon
",16
"142","PANULA","Ernesti Arvid","Mr","16","3rd Class Passenger","3101295",39,13,NA,39.65,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/ernesti-arvid-panula.html",NA,NA,NA,"Victim","PANULA, Mr Ernesti Arvid
",16
"143","PULNER","Uscher","Mr","16","3rd Class Passenger","3411",8,14,NA,8.7,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/uscher-pulner.html",NA,NA,NA,"Victim","PULNER, Mr Uscher
",16
"144","SAGE","Frederick","Mr","16","3rd Class Passenger","2343",69,11,NA,69.55,"Southampton","Cook","https://www.encyclopedia-titanica.org/titanic-victim/frederick-sage.html",NA,NA,NA,"Victim","SAGE, Mr Frederick
",16
"145","SAMAAN","Youssef","Mr","16","3rd Class Passenger","2662",21,13,NA,21.65,"Cherbourg","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/youssef-joseph-samaan.html",NA,NA,NA,"Victim","SAMAAN, Mr Youssef
",16
"146","<U+1E6C>ANNuS","<U+1E6C>annus <U+1E24>anna Mu'awwad","Mr","16","3rd Class Passenger","2684",7,4,NA,7.2,"Cherbourg","Scholar","https://www.encyclopedia-titanica.org/titanic-victim/tannous-thomas-tannous.html",NA,NA,NA,"Victim","<U+1E6C>ANNuS, Mr <U+1E6C>annus <U+1E24>anna Mu'awwad
",16
"147","TANNuS","Thamin","Mrs","16","3rd Class Passenger","2625",8,10,NA,8.5,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/thamine-thelma-thomas.html",NA,NA,"14","Victim","TANNuS, Mrs Thamin
",16
"148","ANDREW","Edgar Samuel","Mr","17","2nd Class Passenger","231945",11,10,NA,11.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/edgar-samuel-andrew.html","https://www.encyclopedia-titanica.org/images/samuel_es_thm.jpg","E. Andrew",NA,"Victim","ANDREW, Mr Edgar Samuel
",17
"149","BURNS","Mary Delia","Miss","17","3rd Class Passenger","330963",7,17,NA,7.85,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-victim/mary-delia-burns.html",NA,NA,NA,"Victim","BURNS, Miss Mary Delia
",17
"150","CALIC","Jovo","Mr","17","3rd Class Passenger","315093",8,13,NA,8.65,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/jovo-calic.html",NA,NA,NA,"Victim","CALIC, Mr Jovo
",17
"151","CALIC","Petar","Mr","17","3rd Class Passenger","315086",8,13,NA,8.65,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/petar-calic.html",NA,NA,NA,"Victim","CALIC, Mr Petar
",17
"152","CARRAú-ESTEVES","José Pedro","Mr","17","1st Class Passenger","113059",47,2,NA,47.1,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/jose-pedro-carrau.html",NA,NA,NA,"Victim","CARRAú-ESTEVES, Mr José Pedro
",17
"153","COLLINS","John","Mr","17","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Scullion","https://www.encyclopedia-titanica.org/titanic-survivor/john-collins.html","https://www.encyclopedia-titanica.org/files/1/titanic-john-collins-thm.jpg","J. Collins","B","Victim","COLLINS, Mr John
",17
"154","CULUMOVIC","Jeso","Mr","17","3rd Class Passenger","315090",8,13,NA,8.65,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/jeso-culumovic.html",NA,NA,NA,"Victim","CULUMOVIC, Mr Jeso
",17
"155","DAVIES","Joseph","Mr","17","3rd Class Passenger","48873",8,1,NA,8.05,"Southampton","Ironworker","https://www.encyclopedia-titanica.org/titanic-victim/joseph-davies.html",NA,NA,NA,"Victim","DAVIES, Mr Joseph
",17
"156","DICK","Vera","Mrs","17","1st Class Passenger","17474",57,NA,NA,57,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/vera-dick.html","https://www.encyclopedia-titanica.org/images/dick_aa2_thm.jpg","V. Dick","3","Victim","DICK, Mrs Vera
",17
"157","DIKA","Mirko","Mr","17","3rd Class Passenger","349232",7,17,NA,7.85,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/mirko-dika.html",NA,NA,NA,"Victim","DIKA, Mr Mirko
",17
"158","DONATI","Italo Francesco","Sig.","17","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Assistant Waiter","https://www.encyclopedia-titanica.org/titanic-victim/italo-francesco-donati.html",NA,NA,"[311]","Victim","DONATI, Sig. Italo Francesco
",17
"159","GILNAGH","Katherine ","Miss","17","3rd Class Passenger","35851",7,14,NA,7.7,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/katie-gilnagh.html","https://www.encyclopedia-titanica.org/images/gilnagh_k_thm.jpg","K. Gilnagh","16","Victim","GILNAGH, Miss Katherine 
",17
"160","HARGADON","Catherine ","Miss","17","3rd Class Passenger","30631",7,14,NA,7.7,"Queenstown","Cook","https://www.encyclopedia-titanica.org/titanic-victim/catherine-kate-hargadon.html",NA,NA,NA,"Victim","HARGADON, Miss Catherine 
",17
"161","HARRIS","Edward Matthew","Mr","17","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant Pantryman Steward (1st Class)","https://www.encyclopedia-titanica.org/titanic-victim/pantry-steward-edward-harris.html",NA,NA,NA,"Victim","HARRIS, Mr Edward Matthew
",17
"162","HARRIS","Clifford Henry","Mr","17","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Bell Boy","https://www.encyclopedia-titanica.org/titanic-victim/clifford-henry-harris.html",NA,NA,NA,"Victim","HARRIS, Mr Clifford Henry
",17
"163","HIPPACH","Gertrude Isabelle","Miss","17","1st Class Passenger","111361",57,19,NA,57.95,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/jean-gertrude-hippach.html","https://www.encyclopedia-titanica.org/images/hippach_j.jpg","G. Hippach","4","Victim","HIPPACH, Miss Gertrude Isabelle
",17
"164","HUMBY","Frederick","Mr","17","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Plate Steward (2nd Class)","https://www.encyclopedia-titanica.org/titanic-victim/frederick-humby.html",NA,NA,NA,"Victim","HUMBY, Mr Frederick
",17
"165","ILETT","Bertha","Miss","17","2nd Class Passenger","14885",10,10,NA,10.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/bertha-ilett.html","https://www.encyclopedia-titanica.org/files/1/berth-ilett_thm.jpg","B. Ilett",NA,"Victim","ILETT, Miss Bertha
",17
"166","ILMAKANGAS","Ida Livija","Miss","17","3rd Class Passenger","3101270",7,18,NA,7.9,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/ida-livija-ilmakangas.html",NA,NA,NA,"Victim","ILMAKANGAS, Miss Ida Livija
",17
"167","JENSEN","Svend Lauritz","Mr","17","3rd Class Passenger","350047",7,17,NA,7.85,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/svend-lauritz-jensen.html","https://www.encyclopedia-titanica.org/files/2013/201305/admin/images/Svend-Lauritz-Jensen.jpg","S. Jensen",NA,"Victim","JENSEN, Mr Svend Lauritz
",17
"168","JONES","Albert Hugh Brabner","Mr","17","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/albert-jones.html",NA,NA,NA,"Victim","JONES, Mr Albert Hugh Brabner
",17
"169","KALLIO","Nikolai Erland","Mr","17","3rd Class Passenger","3101274",7,2,NA,7.1,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/nikolai-erland-kallio.html",NA,NA,NA,"Victim","KALLIO, Mr Nikolai Erland
",17
"170","LANE","Patrick","Mr","17","3rd Class Passenger","7935",7,15,NA,7.75,"Queenstown","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/patrick-lane.html",NA,NA,NA,"Victim","LANE, Mr Patrick
",17
"171","LEHMANN","Bertha","Miss","17","2nd Class Passenger","1748",12,NA,NA,12,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/bertha-lehmann.html","https://www.encyclopedia-titanica.org/files/1/bertha-lehmann-thm.jpg","B. Lehmann","12","Victim","LEHMANN, Miss Bertha
",17
"172","MCGOWAN","Anna Louise","Miss","17","3rd Class Passenger","330923",8,NA,NA,8,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/anna-annie-mcgowan.html",NA,NA,NA,"Victim","MCGOWAN, Miss Anna Louise
",17
"173","MUDD","Thomas Cupper","Mr","17","2nd Class Passenger","S.O./P.P 3",10,10,NA,10.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-cupper-mudd.html",NA,NA,NA,"Victim","MUDD, Mr Thomas Cupper
",17
"174","NAKHLI","Toufik","Mr","17","3rd Class Passenger","2641",7,4,NA,7.2,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/toufik-nakhli.html",NA,NA,NA,"Victim","NAKHLI, Mr Toufik
",17
